date	time_gmt	country	event	actual	consensus	previous	high_impact
2026-07-02	19:00	South Korea	CPI	0.1%	0.1%	0.5%	Y
2026-07-02	19:50	Japan	Foreign Bonds Buying	-280.1B		202.1B	
2026-07-02	19:50	Japan	Foreign Investments in Japanese Stocks	-1,816.5B		451.3B	
2026-07-02	19:50	Japan	Monetary Base	-13.7%	-10.0%	-12.2%	
2026-07-02	21:30	Australia	Exports	-6.9%		7.2%	
2026-07-02	21:30	Australia	Imports	2.6%		0.2%	
2026-07-02	21:30	Australia	Trade Balance	-3.018B	2.190B	1.383B	
2026-07-02	23:35	Japan	10-Year JGB Auction	2.730%		2.649%	
2026-07-02	All Day	Canada	Canada - Canada Day				
2026-07-02	All Day	Canada	Canada - Canada Day				
2026-07-02	All Day	Canada	Canada - Canada Day				
2026-07-02	All Day	Hong Kong	Hong Kong - Hong Kong Special Administrative Region Establishment Day				
2026-07-03	02:30	Switzerland	CPI	0.5%	0.5%	0.6%	Y
2026-07-03	02:30	Switzerland	CPI	0.0%	0.1%	0.2%	Y
2026-07-03	02:45	France	French Government Budget Balance	-93.3B		-69.6B	
2026-07-03	03:00	Spain	Spanish Unemployment Change	-28.7K	-40.8K	-36.3K	
2026-07-03	03:30	Germany	German Buba Vice President Buch Speaks				
2026-07-03	04:00	United States	Total Vehicle Sales	16.50M	16.10M	16.10M	
2026-07-03	04:00	Italy	Italian Monthly Unemployment Rate	5.0%	5.1%	5.1%	Y
2026-07-03	04:30	United Kingdom	BOE Credit Conditions Survey				
2026-07-03	04:30	Hong Kong	Retail Sales	7.9%		8.6%	Y
2026-07-03	04:40	Spain	Spanish 10-Year Obligacion Auction	3.395%		3.383%	
2026-07-03	04:40	Spain	Spanish 5-Year Bonos Auction	2.835%		2.947%	
2026-07-03	04:40	Spain	Spanish 7-Year Obligacion Auction	3.157%		3.032%	
2026-07-03	04:50	France	French 10-Year OAT Auction	3.68%		3.80%	
2026-07-03	05:00	Brazil	IPC-Fipe Inflation Index	0.18%		0.45%	
2026-07-03	05:00	Euro Zone	Unemployment Rate	6.2%	6.3%	6.2%	Y
2026-07-03	06:00	Euro Zone	ECB's Elderson Speaks				
2026-07-03	07:45	United States	FOMC Member Daly Speaks				Y
2026-07-03	08:30	United States	Average Hourly Earnings	0.3%	0.3%	0.3%	
2026-07-03	08:30	United States	Average Hourly Earnings (YoY)	3.5%	3.5%	3.4%	
2026-07-03	08:30	United States	Average Weekly Hours	34.3	34.3	34.3	
2026-07-03	08:30	United States	Continuing Jobless Claims	1,814K	1,810K	1,812K	Y
2026-07-03	08:30	United States	Government Payrolls	8.0K		32.0K	Y
2026-07-03	08:30	United States	Initial Jobless Claims	215K	219K	216K	Y
2026-07-03	08:30	United States	Jobless Claims 4-Week Avg.	222.00K		224.50K	Y
2026-07-03	08:30	United States	Manufacturing Payrolls	3K	3K	-2K	Y
2026-07-03	08:30	United States	Nonfarm Payrolls	57K	114K	129K	Y
2026-07-03	08:30	United States	Participation Rate	61.5%		61.8%	
2026-07-03	08:30	United States	Private Nonfarm Payrolls	49K	110K	97K	Y
2026-07-03	08:30	United States	U6 Unemployment Rate	7.9%		8.1%	Y
2026-07-03	08:30	United States	Unemployment Rate	4.2%	4.3%	4.3%	Y
2026-07-03	09:00	Singapore	S&P Global Manufacturing PMI	51.3		51.0	Y
2026-07-03	09:00	Russia	Central Bank reserves (USD)	715.2B		743.8B	
2026-07-03	09:30	Canada	S&P Global Manufacturing PMI	53.0		52.9	Y
2026-07-03	10:00	United States	All Car Sales	2.70M		2.66M	
2026-07-03	10:00	United States	All Truck Sales	13.82M		13.42M	
2026-07-03	10:00	United States	Durables Excluding Defense	-4.6%		-4.6%	
2026-07-03	10:00	United States	Durables Excluding Transport	1.4%		1.1%	
2026-07-03	10:00	United States	Factory Orders	-1.3%	-1.7%	5.3%	
2026-07-03	10:00	United States	Factory orders ex transportation	1.9%		1.7%	
2026-07-03	10:15	France	French Car Registration	11.4%		3.7%	
2026-07-03	10:30	United States	Natural Gas Storage	87B	81B	76B	
2026-07-03	11:30	United States	4-Week Bill Auction	3.605%		3.610%	
2026-07-03	11:30	United States	8-Week Bill Auction	3.650%		3.660%	
2026-07-03	11:45	United Kingdom	BoE MPC Member Mann Speaks				
2026-07-03	13:00	United States	U.S. Baker Hughes Oil Rig Count	445		440	
2026-07-03	13:00	United States	U.S. Baker Hughes Total Rig Count	580		573	
2026-07-03	16:30	United States	Fed's Balance Sheet	6,725B		6,736B	
2026-07-03	16:30	United States	Reserve Balances with Federal Reserve Banks	3.077T		2.954T	
2026-07-03	17:00	South Korea	FX Reserves - USD	427.36B		426.99B	
2026-07-03	19:00	Australia	S&P Global Manufacturing & Services PMI		49.80	48.70	Y
2026-07-03	19:00	Australia	S&P Global Services PMI		49.9	48.7	Y
2026-07-03	20:30	Japan	Manufacturing & Services PMI		52.50	52.50	Y
2026-07-03	20:30	Japan	S&P Global Services PMI		51.8	50.0	Y
2026-07-03	21:45	China	RatingDog Services PMI		53.0	54.4	Y
2026-07-04	01:00	India	HSBC India Services PMI		57.3	59.8	Y
2026-07-04	01:00	India	HSBC Manufacturing & Services PMI		57.40	59.30	Y
2026-07-04	02:00	Russia	S&P Global Services PMI			48.7	Y
2026-07-04	02:45	France	French Industrial Production		-0.3%	0.1%	
2026-07-04	03:00	Spain	Spanish Industrial Production			2.0%	
2026-07-04	03:15	Spain	HCOB Spain Services PMI		51.0	50.1	Y
2026-07-04	03:15	South Africa	S&P Global Manufacturing PMI			49.6	Y
2026-07-04	03:45	Italy	HCOB Italy Composite PMI			50.4	Y
2026-07-04	03:45	Italy	HCOB Italy Services PMI		50.3	49.4	Y
2026-07-04	03:50	France	HCOB France Composite PMI		47.6	44.9	Y
2026-07-04	03:50	France	HCOB France Services PMI		47.4	44.3	Y
2026-07-04	03:55	Germany	HCOB Germany Composite PMI		48.0	48.8	Y
2026-07-04	03:55	Germany	HCOB Germany Services PMI		46.8	48.1	Y
2026-07-04	04:00	Italy	Italian Retail Sales			1.6%	Y
2026-07-04	04:00	Italy	Italian Retail Sales		0.2%	0.0%	Y
2026-07-04	04:00	Euro Zone	ECB President Lagarde Speaks				
2026-07-04	04:00	Euro Zone	HCOB Eurozone Composite PMI		49.5	48.5	Y
2026-07-04	04:00	Euro Zone	HCOB Eurozone Services PMI		48.9	47.7	Y
2026-07-04	04:30	United Kingdom	S&P Global Composite PMI		49.4	49.7	Y
2026-07-04	04:30	United Kingdom	S&P Global Services PMI		48.7	49.3	Y
2026-07-04	05:00	Russia	Russian Forex Intervention			208.2B	
2026-07-04	06:00	Germany	German Car Registration			0.1%	
2026-07-04	06:00	Spain	Spanish Consumer Confidence			77.7	Y
2026-07-04	07:30	India	FX Reserves, USD			672.59B	
2026-07-04	08:00	Brazil	Industrial Production		1.3%	2.7%	
2026-07-04	08:00	Brazil	Industrial Production		0.3%	0.7%	
2026-07-04	09:00	Brazil	S&P Global Composite PMI			49.5	Y
2026-07-04	09:00	Brazil	S&P Global Services PMI			50.4	Y
2026-07-04	11:00	United Kingdom	BoE Gov Bailey Speaks				
2026-07-04	11:00	Germany	German Buba President Nagel Speaks				
2026-07-04	17:00	South Korea	FX Reserves - USD			426.99B	
2026-07-04	All Day	United States	United States - Independence Day				
2026-07-06	20:30	Hong Kong	S&P Global Manufacturing PMI			50.4	Y
2026-07-06	21:00	Australia	MI Inflation Gauge			-0.3%	
2026-07-06	21:30	Australia	ANZ Job Advertisements			1.8%	
2026-07-07	01:00	Singapore	Retail Sales			0.3%	Y
2026-07-07	01:00	Singapore	Retail Sales			5.4%	Y
2026-07-07	02:00	Germany	German Factory Orders			-3.8%	
2026-07-07	03:00	Switzerland	Unemployment Rate n.s.a.			3.1%	Y
2026-07-07	03:00	Switzerland	Unemployment Rate s.a.			3.0%	Y
2026-07-07	03:30	Italy	HCOB Italy Construction PMI			49.4	Y
2026-07-07	03:30	Germany	HCOB Germany Construction PMI			42.4	Y
2026-07-07	03:30	France	HCOB France Construction PMI			39.6	Y
2026-07-07	03:30	Euro Zone	HCOB Eurozone Construction PMI			43.7	Y
2026-07-07	04:00	United Kingdom	Car Registration			7.1%	
2026-07-07	04:00	United Kingdom	United Kingdom New Passenger Cars Registration			160,662.0	
2026-07-07	04:30	United Kingdom	S&P Global Construction PMI			38.2	Y
2026-07-07	04:30	Euro Zone	Sentix Investor Confidence			-13.4	
2026-07-07	05:00	Euro Zone	PPI			0.6%	Y
2026-07-07	05:00	Euro Zone	PPI			4.9%	Y
2026-07-07	05:00	Euro Zone	Retail Sales			1.0%	Y
2026-07-07	05:00	Euro Zone	Retail Sales			-0.4%	Y
2026-07-07	07:25	Brazil	BCB Focus Market Readout				
2026-07-07	08:15	Canada	Reserve Assets Total			126.9B	
2026-07-07	09:00	France	French 12-Month BTF Auction			2.579%	
2026-07-07	09:00	France	French 3-Month BTF Auction			2.377%	
2026-07-07	09:00	France	French 6-Month BTF Auction			2.483%	
2026-07-07	09:45	United States	S&P Global Composite PMI		52.2	51.5	Y
2026-07-07	09:45	United States	S&P Global Services PMI		51.3	50.7	Y
2026-07-07	10:00	United States	CB Employment Trends Index			107.01	
2026-07-07	10:00	United States	ISM Non-Manufacturing Business Activity			57.7	Y
2026-07-07	10:00	United States	ISM Non-Manufacturing Employment			47.9	Y
2026-07-07	10:00	United States	ISM Non-Manufacturing New Orders			57.3	Y
2026-07-07	10:00	United States	ISM Non-Manufacturing PMI			54.5	Y
2026-07-07	10:00	United States	ISM Non-Manufacturing Prices			71.3	Y
2026-07-07	10:30	Canada	BoC Business Outlook Survey				
2026-07-07	11:30	United States	3-Month Bill Auction			3.740%	
2026-07-07	11:30	United States	6-Month Bill Auction			3.840%	
2026-07-07	12:45	United Kingdom	BoE MPC Member Mann Speaks				
2026-07-07	14:00	Brazil	Trade Balance			7.82B	
2026-07-07	15:30	United Kingdom	CFTC GBP speculative net positions			-105.7K	
2026-07-07	15:30	United States	CFTC Aluminium speculative net positions			0.8K	
2026-07-07	15:30	United States	CFTC Copper speculative net positions			71.6K	
2026-07-07	15:30	United States	CFTC Corn speculative net positions			58.3K	
2026-07-07	15:30	United States	CFTC Crude Oil speculative net positions			114.6K	
2026-07-07	15:30	United States	CFTC Gold speculative net positions			181.3K	
2026-07-07	15:30	United States	CFTC Nasdaq 100 speculative net positions			-9.1K	
2026-07-07	15:30	United States	CFTC Natural Gas speculative net positions			-176.7K	
2026-07-07	15:30	United States	CFTC S&P 500 speculative net positions			-35.4K	
2026-07-07	15:30	United States	CFTC Silver speculative net positions			23.8K	
2026-07-07	15:30	United States	CFTC Soybeans speculative net positions			100.8K	
2026-07-07	15:30	United States	CFTC Wheat speculative net positions			-48.4K	
2026-07-07	15:30	Canada	CFTC CAD speculative net positions			-146.8K	
2026-07-07	15:30	Switzerland	CFTC CHF speculative net positions			-41.1K	
2026-07-07	15:30	Australia	CFTC AUD speculative net positions			-13.0K	
2026-07-07	15:30	Brazil	CFTC BRL speculative net positions			43.7K	
2026-07-07	15:30	Japan	CFTC JPY speculative net positions			-146.1K	
2026-07-07	15:30	New Zealand	CFTC NZD speculative net positions			-54.8K	
2026-07-07	15:30	Euro Zone	CFTC EUR speculative net positions			30.2K	
2026-07-07	19:30	Japan	Household Spending			-0.5%	
2026-07-07	19:30	Japan	Household Spending			1.6%	
2026-07-07	19:30	Japan	Overall wage income of employees			3.6%	
2026-07-07	19:30	Japan	Overtime Pay			4.20%	
2026-07-07	19:50	Japan	Foreign Reserves (USD)			1,305.9B	
2026-07-07	23:35	Japan	30-Year JGB Auction			3.860%	
2026-07-08	01:00	Japan	Economy Watchers Current Index			43.6	
2026-07-08	02:45	France	French Current Account			-0.20B	
2026-07-08	05:30	Germany	German 10-Year Bund Auction			2.960%	
2026-07-08	07:00	United States	MBA 30-Year Mortgage Rate			6.57%	
2026-07-08	07:00	United States	MBA Mortgage Applications			0.0%	
2026-07-08	07:00	United States	MBA Purchase Index			170.6	
2026-07-08	07:00	United States	Mortgage Market Index			272.2	
2026-07-08	07:00	United States	Mortgage Refinance Index			828.7	
2026-07-08	08:00	Brazil	Retail Sales			-1.5%	Y
2026-07-08	08:00	Brazil	Retail Sales			1.0%	Y
2026-07-08	10:00	United States	Wholesale Inventories		0.3%	0.6%	
2026-07-08	10:00	United States	Wholesale Trade Sales			2.0%	
2026-07-08	10:30	United States	Crude Oil Inventories			-3.775M	
2026-07-08	10:30	United States	EIA Refinery Crude Runs			0.085M	
2026-07-08	10:30	United States	Crude Oil Imports			0.370M	
2026-07-08	10:30	United States	Cushing Crude Oil Inventories			0.709M	
2026-07-08	10:30	United States	Distillate Fuel Production			-0.042M	
2026-07-08	10:30	United States	EIA Weekly Distillates Stocks			2.483M	
2026-07-08	10:30	United States	Gasoline Production			0.481M	
2026-07-08	10:30	United States	Heating Oil Stockpiles			-0.310M	
2026-07-08	10:30	United States	EIA Weekly Refinery Utilization Rates			0.5%	
2026-07-08	10:30	United States	Gasoline Inventories			-2.333M	
2026-07-08	11:00	United States	Thomson Reuters IPSOS PCSI			49.14	
2026-07-08	11:00	Canada	Thomson Reuters IPSOS PCSI			48.95	
2026-07-08	11:00	Brazil	Brazil Thomson Reuters IPSOS PCSI			53.00	
2026-07-08	11:30	United States	Atlanta Fed GDPNow		1.2%	1.2%	
2026-07-08	13:00	United States	10-Year Note Auction			4.538%	
2026-07-08	13:30	Brazil	Foreign Exchange Flows			-1.027B	
2026-07-08	14:00	United States	FOMC Meeting Minutes				Y
2026-07-08	15:00	United States	Consumer Credit			20.73B	
2026-07-08	18:30	New Zealand	Business NZ PMI			49.9	Y
2026-07-08	19:01	United Kingdom	RICS House Price Balance			-35%	
2026-07-08	19:50	Japan	Foreign Bonds Buying			-280.1B	
2026-07-08	19:50	Japan	Foreign Investments in Japanese Stocks			-1,816.5B	
2026-07-08	19:50	Japan	M3 Money Supply			2,328.6B	
2026-07-08	21:30	China	CPI			1.2%	Y
2026-07-08	21:30	China	CPI			-0.1%	Y
2026-07-08	21:30	China	PPI			3.9%	Y
2026-07-08	23:35	Japan	5-Year JGB Auction			1.905%	
